"year","university","school","degree","employment_rate_overall","employment_rate_ft_perm","basic_monthly_mean","basic_monthly_median","gross_monthly_mean","gross_monthly_median","gross_mthly_25_percentile","gross_mthly_75_percentile"
2015,"Nanyang Technological University","College of Engineering","Mechanical Engineering",88,80.7,3248,3200,3388,3250,3000,3600
2015,"Nanyang Technological University","College of Engineering","Maritime Studies",95,95,3249,3200,3271,3200,3000,3300
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design & Media",79.3,56.9,3284,2800,3457,2800,2200,3000
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Chinese",81.8,76.6,2978,3000,3045,3200,2800,3500
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Communication Studies",85.1,74.4,2921,2900,3008,3000,2600,3330
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Economics",87.4,75.9,3322,3200,3496,3300,3000,3800
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","English",88,74,3238,3000,3322,3314,2604,3743
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Linguistics And Multilingual Studies",88.4,55.8,3475,3000,3753,3000,2800,3600
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Psychology",73.3,52,3099,3121,3264,3200,2800,3562
2015,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Sociology",85.7,79.4,3260,3000,3402,3125,2700,3600
2015,"Nanyang Technological University","College of Sciences","Biomedical Science (Traditional Chinese Medicine) #",100,100,2832,2800,2882,2800,2500,3105
2015,"Nanyang Technological University","College of Sciences","Biological Sciences",74.6,65.3,3117,3000,3229,3190,2875,3600
2015,"Nanyang Technological University","College of Sciences","Chemistry & Biological Chemistry",83.9,72.3,2960,2900,3139,3000,2800,3500
2015,"Nanyang Technological University","College of Sciences","Mathematics & Economics",95.3,84.4,3291,3000,3440,3205,2925,3500
2015,"Nanyang Technological University","College of Sciences","Mathematical Science",81.8,72.7,3254,3125,3402,3240,2950,3500
2015,"Nanyang Technological University","College of Sciences","Physics / Applied Physics",82.1,69.6,3098,3000,3186,3200,2900,3400
2015,"Nanyang Technological University","College of Sciences","Sports Science and Management",90.7,72.1,3232,3000,3307,3295,2900,3600
2015,"Nanyang Technological University","National Institute of Education (NIE)","Science (with Education)",100,100,3496,3500,3604,3504,3500,3855
2015,"Nanyang Technological University","National Institute of Education (NIE)","Arts (with Education)",100,100,3551,3500,3622,3500,3500,3605
2015,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts",88.4,74.6,2839,2880,2999,3000,2700,3215
2015,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts (Hons)",83,70.5,3266,3310,3310,3310,3000,3625
2015,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Social Sciences",88.6,79.8,3317,3300,3442,3310,3000,3686
2015,"National University of Singapore","NUS Business School","Bachelor of Business Administration",88.2,80.3,3164,3000,3341,3000,2800,3700
2015,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Hons)",96,93.1,4173,3750,4326,3800,3300,4600
2015,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy)",97.6,97.6,2817,2850,2983,2850,2700,2960
2015,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy) (Hons)",98.6,98.6,3547,3000,3587,3000,2850,3634
2015,"National University of Singapore","School of Computing","Bachelor of Computing (Communications and Media)",92.6,85.2,3230,3500,3291,3500,2800,3800
2015,"National University of Singapore","School of Computing","Bachelor of Computing (Computer Science)",97,95,3847,3700,3890,3700,3300,4400
2015,"National University of Singapore","School of Computing","Bachelor of Computing (Electronic Commerce)",90.3,87.1,3255,3300,3301,3300,3000,3500
2015,"National University of Singapore","School of Computing","Bachelor of Computing (Information Systems)",97.2,97.2,3597,3500,3699,3550,3200,4100
2015,"National University of Singapore","Faculty of Dentistry","Bachelor of Dental Surgery",100,100,4053,4000,4083,4000,4000,4400
2015,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Architecture) #",97.6,96.4,4054,4114,4099,4127,3700,4500
2015,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Industrial Design)",72,60,2907,3000,2908,3000,2700,3200
2015,"National University of Singapore","School of Design & Environment","Bachelor of Science (Project and Facilities Management)",94.3,90.8,2989,3000,3067,3000,2800,3215
2015,"National University of Singapore","School of Design & Environment","Bachelor of Science (Real Estate)",93.9,89.6,3146,3000,3325,3100,2810,3500
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Biomedical Engineering)",86.2,75.9,3256,3200,3357,3300,3000,3500
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Chemical Engineering)",86,82.9,3400,3300,3529,3500,3000,4000
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Civil Engineering)",96.5,95.3,3300,3300,3366,3350,3200,3500
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Computer Engineering)",91.8,90.6,4119,4000,4252,4000,3325,4583
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Electrical Engineering)",92.1,90.4,3452,3200,3589,3300,3000,3700
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Engineering Science)",82.6,73.9,3768,3735,3812,3800,3500,4420
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Environmental Engineering)",88.1,85.7,3318,3430,3337,3450,3000,3670
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Industrial and Systems Engineering)",96.1,94.7,3624,3475,3724,3500,3300,4030
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Materials Science and Engineering)",100,95,3121,3200,3391,3350,3050,3790
2015,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Mechanical Engineering)",83.3,80,3279,3200,3422,3300,3000,3600
2015,"National University of Singapore","Faculty of Law","Bachelor of Laws (L.L.B) (Hons) #",96.9,96.9,4866,4600,4910,4700,4200,5800
2015,"National University of Singapore","YLL School of Medicine","Bachelor of Medicine and Bachelor of Surgery #",100,100,4352,4500,4729,4900,4500,5000
2015,"National University of Singapore","YLL School of Medicine","Bachelor of Science (Nursing)",97.3,97.3,3175,3200,3356,3400,3200,3445
2015,"National University of Singapore","YLL School of Medicine","Bachelor of Science (Nursing) (Hons)",100,100,3219,3200,3466,3435,3300,3700
2015,"National University of Singapore","Yong Siew Toh Conservatory of Music","Bachelor of Music",82.4,41.2,3244,3200,3344,3300,3000,3600
2015,"National University of Singapore","Faculty of Science","Bachelor of Applied Science (Hons)",85.2,77.8,3203,3000,3355,3100,3000,4000
2015,"National University of Singapore","Faculty of Science","Bachelor of Science",84.3,64.2,2859,2900,3052,3000,2620,3200
2015,"National University of Singapore","Faculty of Science","Bachelor of Science (Hons)",83.9,76.2,3245,3200,3321,3300,3000,3600
2015,"National University of Singapore","Faculty of Science","Bachelor of Science (Pharmacy) (Hons) #",99,97.9,3431,3500,3717,3500,3400,3929
2015,"National University of Singapore","Multidisciplinary Programmes","Bachelor of Environmental Studies",71.9,59.4,3400,3462,3433,3500,3238,3550
2015,"Singapore Institute of Technology","DigiPen Institute of Technology","Bachelor of Fine Arts in Digital Arts & Animation",88.5,65.4,2643,2700,2682,2700,2500,2800
2015,"Singapore Institute of Technology","DigiPen Institute of Technology","Bachelor of Science in Computer Science in Real-Time Interactive Simulation",95.2,90.5,3332,3200,3346,3233,3000,3500
2015,"Singapore Institute of Technology","The Glasgow School of Art","Bachelor of Arts with Honours in Communication Design",76.1,54.3,2896,2750,2922,2750,2523,2975
2015,"Singapore Institute of Technology","The Glasgow School of Art","Bachelor of Arts with Honours in Interior Design",87.5,71.9,2520,2600,2893,2700,2500,3025
2015,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Chemical Engineering",85.5,72.6,3097,3000,3405,3250,2900,3750
2015,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Electrical Power Engineering",83,77.4,3334,3100,3452,3300,3000,3550
2015,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Marine Engineering",91.7,91.7,3180,3025,3354,3225,3050,3500
2015,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering",90.5,83.3,3069,3050,3266,3200,3000,3500
2015,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Naval Architecture",100,100,3211,3050,3266,3141,2900,3500
2015,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Offshore Engineering",100,94.7,3166,3125,3469,3350,3238,3575
2015,"Singapore Institute of Technology","Newcastle University","Bachelor of Science with Honours in Food & Human Nutrition",89.2,81.1,2683,2700,2876,2700,2475,3050
2015,"Singapore Institute of Technology","Technische Universität München","Bachelor of Science in Chemical Engineering",87.5,79.2,2759,2800,2970,2950,2800,3200
2015,"Singapore Institute of Technology","Technische Universität München","Bachelor of Science in Electrical Engineering & Information Technology",100,90,3044,3100,3339,3250,3000,3488
2015,"Singapore Institute of Technology","The Culinary Institute of America","Bachelor of Professional Studies in Culinary Arts Management",92.6,81.5,2482,2300,2586,2400,2000,2800
2015,"Singapore Institute of Technology","Trinity College Dublin","Bachelor in Science (Diagnostic Radiography)",100,100,3322,3300,3486,3488,3313,3650
2015,"Singapore Institute of Technology","Trinity College Dublin","Bachelor in Science (Occupational Therapy)",100,100,3126,3120,3149,3125,3000,3225
2015,"Singapore Institute of Technology","Trinity College Dublin","Bachelor in Science (Physiotherapy)",100,98.3,3234,3200,3310,3222,3200,3500
2015,"Singapore Institute of Technology","University of Glasgow","Bachelor of Engineering with Honours in Aeronautical Engineering",81.6,73.7,2766,3000,2840,3000,2614,3293
2015,"Singapore Institute of Technology","University of Glasgow","Bachelor of Engineering with Honours in Aerospace Systems",83.3,70.8,3128,3000,3185,3000,2882,3300
2015,"Singapore Institute of Technology","University of Glasgow","Bachelor of Engineering with Honours in Mechanical Design Engineering",72.2,61.1,3160,3000,3685,3250,2960,4200
2015,"Singapore Institute of Technology","University of Glasgow","Bachelor of Engineering with Honours in Mechatronics",96.4,94.5,3202,3000,3404,3100,2975,3875
2015,"Singapore Institute of Technology","University of Glasgow","Bachelor of Science with Honours in Computing Science",95.6,86.7,3247,3250,3391,3300,3152,3400
2015,"Singapore Institute of Technology","University of Manchester","Bachelor of Science with Honours in Nursing Practice",98.3,96.7,3304,3400,3624,3615,3400,3838
2015,"Singapore Institute of Technology","University of Nevada, Las Vegas","Bachelor of Science (Major in Hospitality Management)",89.9,82.6,2515,2500,2607,2548,2338,2850
2015,"Singapore Institute of Technology","Wheelock College","Bachelor of Science in Early Childhood Education",100,96.4,2772,2700,2807,2700,2608,3000
2016,"Nanyang Technological University","College of Engineering","Aerospace Engineering",82.4,77.9,3761,3625,3840,3675,3350,4435
2016,"Nanyang Technological University","College of Engineering","Bioengineering",77.8,63.9,3151,3200,3317,3237,3000,3510
2016,"Nanyang Technological University","College of Engineering","Chemical And Biomolecular Engineering",80.6,72.6,3336,3225,3476,3400,3200,3800
2016,"Nanyang Technological University","College of Engineering","Civil Engineering",92.4,91.6,3407,3250,3505,3300,3200,3800
2016,"Nanyang Technological University","College of Engineering","Computer Engineering",83.3,75.9,3792,3500,3833,3500,3300,4420
2016,"Nanyang Technological University","College of Engineering","Computer Science",94.6,91.4,3784,3500,3848,3500,3300,4333
2016,"Nanyang Technological University","College of Engineering","Electrical And Electronic Engineering",89.1,83.6,3443,3300,3517,3400,3190,3800
2016,"Nanyang Technological University","College of Engineering","Environmental Engineering",80.6,74.2,3156,3100,3216,3100,2800,3400
2016,"Nanyang Technological University","College of Engineering","Information Engineering And Media",94.6,87.5,3496,3350,3570,3350,3000,4000
2016,"Nanyang Technological University","College of Engineering","Maritime Studies",94.2,88.5,3305,3300,3328,3398,3083,3500
2016,"Nanyang Technological University","College of Engineering","Materials Engineering",81.3,73.5,3197,3200,3317,3300,3000,3500
2016,"Nanyang Technological University","College of Engineering","Mechanical Engineering",86,79.9,3417,3300,3505,3350,3050,3959
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design & Media",79.7,46.6,2718,2700,2761,2700,2500,3000
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Chinese",91.1,74.7,3239,3300,3345,3300,3050,3500
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Communication Studies",87.7,69.6,2938,2900,2996,3000,2575,3365
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Economics",91.3,79.3,3385,3300,3440,3300,3000,3850
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","English",75,54.2,2974,3000,2997,3000,2700,3400
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","History",87.2,76.6,3027,3000,3082,3000,2700,3500
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Linguistics And Multilingual Studies",81.8,61.8,3283,3315,3368,3365,2960,3500
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Psychology",82.1,66.7,3083,3100,3136,3200,2800,3500
2016,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Sociology",86.1,63.9,3279,3300,3480,3500,3000,3850
2016,"Nanyang Technological University","College of Sciences","Biomedical Sciences & Chinese Medicine #",94.4,88.9,2525,2400,2577,2500,2150,2800
2016,"Nanyang Technological University","College of Sciences","Biological Sciences",80.5,64,3132,3100,3222,3175,3000,3550
2016,"Nanyang Technological University","College of Sciences","Chemistry & Biological Chemistry",80.6,64.2,3119,3000,3234,3149,2925,3500
2016,"Nanyang Technological University","College of Sciences","Mathematical Sciences",88.5,76.9,3453,3400,3535,3500,3200,3750
2016,"Nanyang Technological University","College of Sciences","Mathematics & Economics",89.4,72.7,3346,3150,3458,3300,3000,3750
2016,"Nanyang Technological University","College of Sciences","Physics / Applied Physics",85.7,77.1,3578,3350,3683,3450,3100,4000
2016,"Nanyang Technological University","Sport Science and Management","Sports Science and Management",83.1,66.1,3196,3100,3272,3200,2825,3500
2016,"Nanyang Technological University","National Institute of Education (NIE)","Arts (with Education)",100,100,3337,3500,3525,3525,3400,3615
2016,"Nanyang Technological University","National Institute of Education (NIE)","Science (with Education)",100,100,3438,3500,3546,3525,3500,3850
2016,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts",86.1,62.5,2971,3000,3063,3000,2600,3200
2016,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts (Hons)",90.7,74.1,3258,3300,3321,3500,3000,3600
2016,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Social Sciences",89.5,73.3,3341,3300,3423,3300,3000,3650
2016,"National University of Singapore","Faculty of Dentistry","Bachelor of Dental Surgery",100,100,4173,4050,4221,4050,4050,4450
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Biomedical Engineering)",91.9,80.6,3314,3100,3366,3200,3000,3500
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Chemical Engineering)",85.3,80.3,3414,3250,3562,3450,3150,4000
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Civil Engineering)",95.3,91.9,3402,3300,3509,3420,3200,3800
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Computer Engineering)",89.1,85.9,3884,3700,3942,3900,3467,4500
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Electrical Engineering)",91.9,87.6,3669,3400,3765,3500,3200,4200
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Engineering Science)",85.2,74.1,3549,3400,3707,3740,3350,4026
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Environmental Engineering)",79.3,65.5,3432,3300,3470,3350,3000,3832
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Industrial and Systems Engineering)",80.3,78.9,3788,3450,3879,3500,3300,4250
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Materials Science And Engineering)",90.2,78.4,3381,3300,3501,3540,3200,3900
2016,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Mechanical Engineering)",86.6,81,3470,3300,3560,3400,3150,3800
2016,"National University of Singapore","Faculty of Law","Bachelor of Laws (L.L.B) (Hons) #",97.7,95.9,4844,4775,4898,4900,4200,5600
2016,"National University of Singapore","Faculty of Science","Bachelor of Applied Science (Hons)",81,61.9,2905,2800,3058,3130,2800,3350
2016,"National University of Singapore","Faculty of Science","Bachelor of Science",84.3,59.4,2895,3000,2995,3000,2600,3225
2016,"National University of Singapore","Faculty of Science","Bachelor of Science (Hons)",84.9,71.7,3331,3300,3386,3300,3000,3650
2016,"National University of Singapore","Faculty of Science","Bachelor of Science (Pharmacy)(Hons) #",99.1,97.2,3500,3500,3597,3600,3300,3950
2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration",93.6,80.7,3232,3000,3282,3000,2837,3500
2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Hons)",96.4,92.8,4126,3600,4207,3620,3258,4500
2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy)",88.6,86.4,2977,2900,3020,2963,2800,3100
2016,"National University of Singapore","NUS Business School","Bachelor of Business Administration (Accountancy) (Hons)",99,99,3435,3000,3465,3075,2900,3800
2016,"National University of Singapore","School of Computing","Bachelor of Computing (Computer Science)",96.3,93.3,4320,4000,4385,4000,3500,5000
2016,"National University of Singapore","School of Computing","Bachelor of Computing (Information Systems)",94,94,3875,3800,3969,4000,3365,4500
2016,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Architecture) #",93.2,89.8,3926,4000,3960,4000,3500,4250
2016,"National University of Singapore","School of Design & Environment","Bachelor of Arts (Industrial Design)",90.6,65.6,3282,3000,3320,3000,2900,4000
2016,"National University of Singapore","School of Design & Environment","Bachelor of Science (Project and Facilities Management)",87.8,84.7,3035,3000,3113,3000,2850,3276
2016,"National University of Singapore","School of Design & Environment","Bachelor of Science (Real Estate)",94.6,92.4,3247,3000,3368,3200,2950,3735
2016,"National University of Singapore","YLL School of Medicine","Bachelor of Medicine and Bachelor Of Surgery #",99.4,99.4,4460,4500,4887,5000,4500,5200
2016,"National University of Singapore","YLL School of Medicine","Bachelor of Science (Nursing)",93.2,90.9,3166,3200,3363,3400,3200,3425
2016,"National University of Singapore","YLL School of Medicine","Bachelor of Science (Nursing) (Hons)",95.1,95.1,3308,3300,3529,3500,3400,3600
2016,"National University of Singapore","Yong Siew Toh Conservatory of Music","Bachelor of Music",85.7,14.3,3250,3250,3250,3250,2999,3500
2016,"National University of Singapore","Multidisciplinary Programmes","Bachelor of Environmental Studies",83.8,67.6,3347,3250,3399,3300,3000,3500
2016,"Singapore Institute of Technology","DigiPen Institute of Technology","Bachelor of Fine Arts in Digital Arts & Animation",73.3,53.3,3045,3000,3052,3000,2700,3016
2016,"Singapore Institute of Technology","DigiPen Institute of Technology","Bachelor of Science in Computer Science & Game Design",85.7,85.7,3312,3400,3329,3400,3100,3500
2016,"Singapore Institute of Technology","DigiPen Institute of Technology","Bachelor of Science in Computer Science in Real-Time Interactive Simulation",100,92.9,3729,3680,3803,4000,3500,4200
2016,"Singapore Institute of Technology","The Glasgow School of Art","Bachelor of Arts with Honours in Communication Design",91.1,58.9,2652,2600,2652,2600,2500,2700
2016,"Singapore Institute of Technology","The Glasgow School of Art","Bachelor of Arts with Honours in Interior Design",97.4,76.3,2467,2500,2485,2515,2200,2800
2016,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Chemical Engineering",85.9,71.8,3201,3100,3463,3300,3080,3650
2016,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Electrical Power Engineering",86.4,79.7,3239,3000,3440,3200,2800,3700
2016,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Marine Engineering",95.2,81,3812,3425,3956,3840,3200,4530
2016,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering",87,77.8,3162,3000,3344,3200,2900,3575
2016,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Naval Architecture",90,90,3172,3250,3239,3300,3000,3500
2016,"Singapore Institute of Technology","Newcastle University","Bachelor of Engineering with Honours in Offshore Engineering",86.4,72.7,3172,3275,3286,3430,3000,3600
2016,"Singapore Institute of Technology","Newcastle University","Bachelor of Science with Honours in Food & Human Nutrition",86.7,62.2,2598,2600,2707,2600,2420,2800
